	Guage compr	TC Amp 2					TC Amp 3					
Min,Max,Step	
0227	85FD	B86D86	-55.9158	-1.118315	0.488685	n/a	B7C2C8	-56.4368	-1.128736	0.478264	n/a	
0228	85FD	B8EF60	-55.5195	-1.110390	0.496610	n/a	B8413D	-56.0509	-1.121018	0.485982	n/a	
0229	85FD	B970EB	-55.1241	-1.102483	0.504517	n/a	B8C03B	-55.6634	-1.113267	0.493733	n/a	
0230	85FD	B9F1C5	-54.7309	-1.094618	0.512382	n/a	B93E48	-55.2787	-1.105574	0.501426	n/a	
0231	85FD	BA7202	-54.3396	-1.086791	0.520209	n/a	B9BBFE	-54.8950	-1.097901	0.509099	n/a	
0232	85FD	BAF146	-53.9512	-1.079024	0.527976	n/a	BA3864	-54.5154	-1.090308	0.516692	n/a	
0233	85FD	BB7034	-53.5638	-1.071277	0.535723	n/a	BAB474	-54.1368	-1.082736	0.524264	n/a	
0234	85FD	BBEEA2	-53.1780	-1.063560	0.543440	n/a	BB2F94	-53.7610	-1.075221	0.531779	n/a	
0235	85FD	BC6B65	-52.7973	-1.055945	0.551055	n/a	BBAAC2	-53.3851	-1.067703	0.539297	n/a	
0236	85FD	BCE7BE	-52.4178	-1.048355	0.558645	n/a	BC2412	-53.0149	-1.060298	0.546702	n/a	
0237	85FD	BD63EA	-52.0388	-1.040777	0.566223	n/a	BC9C9E	-52.6470	-1.052941	0.554059	n/a	
0238	85FD	BDDEAF	-51.6642	-1.033283	0.573717	n/a	BD14F8	-52.2798	-1.045595	0.561405	n/a	
0239	85FD	BE5875	-51.2925	-1.025851	0.581149	n/a	BD8BEC	-51.9167	-1.038335	0.568665	n/a	
0240	85FD	BED168	-50.9234	-1.018469	0.588531	n/a	BE0319	-51.5530	-1.031061	0.575939	n/a	
0241	85FD	BF496A	-50.5572	-1.011144	0.595856	n/a	BE7809	-51.1962	-1.023924	0.583076	n/a	
0242	85FD	BFC123	-50.1918	-1.003837	0.603163	n/a	BEEC9D	-50.8404	-1.016808	0.590192	n/a	
0243	85FD	C036E7	-49.8324	-0.996649	0.610351	n/a	BF6032	-50.4877	-1.009754	0.597246	n/a	
0244	85FD	C0AD08	-49.4719	-0.989439	0.617561	n/a	BFD2FF	-50.1373	-1.002747	0.604253	n/a	
0245	85FD	C1216D	-49.1167	-0.982335	0.624665	n/a	C044BA	-49.7903	-0.995805	0.611195	n/a	
0246	85FD	C194A7	-48.7651	-0.975302	0.631698	n/a	C0B5CD	-49.4452	-0.988904	0.618096	n/a	
0247	85FD	C20777	-48.4147	-0.968294	0.638706	n/a	C126B6	-49.1006	-0.982012	0.624988	n/a	
0248	85FD	C27957	-48.0672	-0.961344	0.645656	n/a	C1953A	-48.7633	-0.975267	0.631733	n/a	
0249	85FD	C2E990	-47.7247	-0.954494	0.652506	n/a	C2033A	-48.4276	-0.968553	0.638447	n/a	
0250	85FD	C35924	-47.3842	-0.947684	0.659316	n/a	C27037	-48.0950	-0.961901	0.645099	n/a	
0251	85FD	C3C752	-47.0480	-0.940959	0.666041	n/a	C2DB3F	-47.7684	-0.955368	0.651632	n/a	
0252	85FD	C434F3	-46.7134	-0.934268	0.672732	n/a	C34595	-47.4439	-0.948878	0.658122	n/a	
0253	85FD	C4A088	-46.3851	-0.927702	0.679298	n/a	C3AE8A	-47.1236	-0.942472	0.664528	n/a	
0254	85FD	C50C2D	-46.0566	-0.921132	0.685868	n/a	C41706	-46.8047	-0.936095	0.670905	n/a	
0255	85FD	C575D6	-45.7341	-0.914683	0.692317	n/a	C480A2	-46.4824	-0.929649	0.677351	n/a	
0256	85FD	C5DF9E	-45.4113	-0.908226	0.698774	n/a	C4E65F	-46.1720	-0.923439	0.683561	n/a	
0257	85FD	C64849	-45.0919	-0.901838	0.705162	n/a	C54BC0	-45.8626	-0.917251	0.689749	n/a	
0258	85FD	C6AEED	-44.7787	-0.895573	0.711427	n/a	C5AF50	-45.5587	-0.911175	0.695825	n/a	
0259	85FD	C71493	-44.4685	-0.889369	0.717631	n/a	C612C0	-45.2553	-0.905105	0.701895	n/a	
0260	85FD	C779E0	-44.1593	-0.883186	0.723814	n/a	C674BD	-44.9562	-0.899125	0.707875	n/a	
0261	85FD	C7DDC5	-43.8545	-0.877089	0.729911	n/a	C6D60A	-44.6593	-0.893186	0.713814	n/a	
0262	85FD	C8405C	-43.5536	-0.871072	0.735928	n/a	C735FB	-44.3665	-0.887330	0.719670	n/a	
0263	85FD	C8A225	-43.2552	-0.865103	0.741897	n/a	C79560	-44.0754	-0.881508	0.725492	n/a	
0264	85FD	C902CA	-42.9602	-0.859205	0.747795	n/a	C7F42A	-43.7861	-0.875722	0.731278	n/a	
0265	85FD	C962B3	-42.6675	-0.853351	0.753649	n/a	C8515B	-43.5017	-0.870034	0.736966	n/a	
0266	85FD	C9C159	-42.3787	-0.847574	0.759426	n/a	C8ADBC	-43.2198	-0.864396	0.742604	n/a	
0267	85FD	CA1E70	-42.0946	-0.841892	0.765108	n/a	C908C4	-42.9420	-0.858840	0.748160	n/a	
0268	85FD	CA7B3D	-41.8114	-0.836228	0.770772	n/a	C9634A	-42.6657	-0.853315	0.753685	n/a	
0269	85FD	CAD72F	-41.5308	-0.830616	0.776384	n/a	C9BCA7	-42.3930	-0.847860	0.759140	n/a	
0270	85FD	CB3148	-41.2558	-0.825117	0.781883	n/a	CA1445	-42.1256	-0.842513	0.764487	n/a	
0271	85FD	CB8A79	-40.9837	-0.819673	0.787327	n/a	CA6BA3	-41.8590	-0.837180	0.769820	n/a	
0272	85FD	CBE385	-40.7119	-0.814238	0.792762	n/a	CAC264	-41.5943	-0.831885	0.775115	n/a	
0273	85FD	CC3AB9	-40.4458	-0.808916	0.798084	n/a	CB1767	-41.3348	-0.826696	0.780304	n/a	
0274	85FD	CC914E	-40.1816	-0.803631	0.803369	n/a	CB6C06	-41.0766	-0.821532	0.785468	n/a	
0275	85FD	CCE762	-39.9189	-0.798377	0.808623	n/a	CBC000	-40.8203	-0.816406	0.790594	n/a	
0276	85FD	CD3B90	-39.6620	-0.793239	0.813761	n/a	CC13BB	-40.5648	-0.811296	0.795704	n/a	
0277	85FD	CD8DEA	-39.4107	-0.788213	0.818787	n/a	CC62DF	-40.3233	-0.806465	0.800535	n/a	
0278	85FD	CDE101	-39.1571	-0.783142	0.823858	n/a	CCB2D5	-40.0792	-0.801585	0.805415	n/a	
0279	85FD	CE333A	-38.9062	-0.778123	0.828877	n/a	CD0302	-39.8346	-0.796691	0.810309	n/a	
0280	85FD	CE8315	-38.6625	-0.773249	0.833751	n/a	CD516F	-39.5952	-0.791905	0.815095	n/a	
0281	85FD	CED5A6	-38.4105	-0.768210	0.838790	n/a	CDA48C	-39.3416	-0.786832	0.820168	n/a	
0282	85FD	CF2186	-38.1789	-0.763579	0.843421	n/a	CDEC50	-39.1226	-0.782451	0.824549	n/a	
0283	85FD	CF6F74	-37.9411	-0.758822	0.848178	n/a	CE38BD	-38.8893	-0.777787	0.829213	n/a	
0284	85FD	CFBCCC	-37.7051	-0.754102	0.852898	n/a	CE833A	-38.6620	-0.773240	0.833760	n/a	
0285	85FD	D00B2D	-37.4659	-0.749318	0.857682	n/a	CECF23	-38.4304	-0.768607	0.838393	n/a	
0286	85FD	D05479	-37.2422	-0.744844	0.862156	n/a	CF175A	-38.2100	-0.764200	0.842800	n/a	
0287	85FD	D09F25	-37.0143	-0.740286	0.866714	n/a	CF5F4B	-37.9904	-0.759809	0.847191	n/a	
0288	85FD	D0EAD8	-36.7833	-0.735666	0.871334	n/a	CFAC61	-37.7552	-0.755104	0.851896	n/a	
0289	85FD	D1327F	-36.5646	-0.731293	0.875707	n/a	CFF119	-37.5455	-0.750909	0.856091	n/a	
0290	85FD	D17804	-36.3525	-0.727050	0.879950	n/a	D03388	-37.3427	-0.746855	0.860145	n/a	
0291	85FD	D1BE7C	-36.1374	-0.722749	0.884251	n/a	D07898	-37.1320	-0.742639	0.864361	n/a	
0292	85FD	D203F0	-35.9255	-0.718510	0.888490	n/a	D0BCDE	-36.9236	-0.738472	0.868528	n/a	
0293	85FD	D24B07	-35.7085	-0.714171	0.892829	n/a	D1037F	-36.7081	-0.734161	0.872839	n/a	
0294	85FD	D28D18	-35.5069	-0.710138	0.896862	n/a	D1436C	-36.5130	-0.730260	0.876740	n/a	
0295	85FD	D2D04D	-35.3018	-0.706036	0.900964	n/a	D183F7	-36.3160	-0.726320	0.880680	n/a	
0296	85FD	D31321	-35.0979	-0.701957	0.905043	n/a	D1C51D	-36.1172	-0.722344	0.884656	n/a	
0297	85FD	D354DB	-34.8973	-0.697946	0.909054	n/a	D204F6	-35.9224	-0.718447	0.888553	n/a	
0298	85FD	D3959E	-34.6996	-0.693993	0.913007	n/a	D244BB	-35.7277	-0.714555	0.892445	n/a	
0299	85FD	D3D5B4	-34.5041	-0.690081	0.916919	n/a	D282F8	-35.5378	-0.710756	0.896244	n/a	
0300	85FD	D41484	-34.3124	-0.686248	0.920752	n/a	D2C1AC	-35.3465	-0.706929	0.900071	n/a	
0301	85FD	D4538F	-34.1200	-0.682400	0.924600	n/a	D2FE8D	-35.1607	-0.703213	0.903787	n/a	
0302	85FD	D49182	-33.9309	-0.678619	0.928381	n/a	D339F4	-34.9794	-0.699588	0.907412	n/a	
0303	85FD	D4CE82	-33.7448	-0.674896	0.932104	n/a	D3764A	-34.7953	-0.695905	0.911095	n/a	
0304	85FD	D50A63	-33.5620	-0.671241	0.935759	n/a	D3B05C	-34.6180	-0.692361	0.914639	n/a	
0305	85FD	D545F0	-33.3803	-0.667606	0.939394	n/a	D3EA5A	-34.4411	-0.688821	0.918179	n/a	
0306	85FD	D58086	-33.2015	-0.664030	0.942970	n/a	D424DE	-34.2625	-0.685250	0.921750	n/a	
0307	85FD	D5BB7C	-33.0216	-0.660432	0.946568	n/a	D45DC8	-34.0888	-0.681776	0.925224	n/a	
0308	85FD	D5F44E	-32.8482	-0.656964	0.950036	n/a	D4946A	-33.9221	-0.678441	0.928559	n/a	
0309	85FD	D62D99	-32.6733	-0.653467	0.953533	n/a	D4CC32	-33.7518	-0.675037	0.931963	n/a	
0310	85FD	D665AF	-32.5022	-0.650044	0.956956	n/a	D502F0	-33.5848	-0.671696	0.935304	n/a	
0311	85FD	D69CD6	-32.3339	-0.646677	0.960323	n/a	D538C5	-33.4205	-0.668410	0.938590	n/a	
0312	85FD	D6D380	-32.1670	-0.643341	0.963659	n/a	D56E59	-33.2570	-0.665140	0.941860	n/a	
0313	85FD	D70982	-32.0022	-0.640045	0.966955	n/a	D5A290	-33.0976	-0.661953	0.945047	n/a	
0314	85FD	D73EB9	-31.8398	-0.636797	0.970203	n/a	D5D69A	-32.9388	-0.658777	0.948223	n/a	
0315	85FD	D7738B	-31.6786	-0.633573	0.973427	n/a	D60A73	-32.7806	-0.655612	0.951388	n/a	
0316	85FD	D7A792	-31.5199	-0.630397	0.976603	n/a	D63CF6	-32.6265	-0.652529	0.954471	n/a	
0317	85FD	D7DB7A	-31.3615	-0.627229	0.979771	n/a	D66FA9	-32.4717	-0.649435	0.957565	n/a	
0318	85FD	D80E52	-31.2063	-0.624126	0.982874	n/a	D6A143	-32.3204	-0.646407	0.960593	n/a	
0319	85FD	D840B9	-31.0525	-0.621049	0.985951	n/a	D6D260	-32.1705	-0.643410	0.963590	n/a	
0320	85FD	D8726C	-30.9008	-0.618016	0.988984	n/a	D702E6	-32.0224	-0.640448	0.966552	n/a	
0321	85FD	D8A3A6	-30.7506	-0.615012	0.991988	n/a	D732DD	-31.8760	-0.637520	0.969480	n/a	
0322	85FD	D8D432	-30.6024	-0.612048	0.994952	n/a	D76310	-31.7289	-0.634579	0.972421	n/a	
0323	85FD	D903EF	-30.4567	-0.609135	0.997865	n/a	D7912A	-31.5882	-0.631765	0.975235	n/a	
0324	85FD	D93359	-30.3120	-0.606241	1.000759	n/a	D7C09A	-31.4435	-0.628869	0.978131	n/a	
0325	85FD	D96242	-30.1689	-0.603378	1.003622	n/a	D7EE74	-31.3035	-0.626071	0.980929	n/a	
0326	85FD	D98FFF	-30.0293	-0.600586	1.006414	n/a	D81C16	-31.1643	-0.623286	0.983714	n/a	
0327	85FD	D9BE67	-29.8877	-0.597754	1.009246	n/a	D848C4	-31.0279	-0.620559	0.986441	n/a	
0328	85FD	D9EB47	-29.7507	-0.595015	1.011985	n/a	D8750F	-30.8928	-0.617855	0.989145	n/a	
0329	85FD	DA1880	-29.6127	-0.592254	1.014746	n/a	D8A097	-30.7599	-0.615198	0.991802	n/a	
0330	85FD	DA44E9	-29.4772	-0.589544	1.017456	n/a	D8CBCB	-30.6281	-0.612561	0.994439	n/a	
0331	85FD	DA70AC	-29.3436	-0.586873	1.020127	n/a	D8F61E	-30.4989	-0.609978	0.997022	n/a	
0332	85FD	DA9BDE	-29.2118	-0.584236	1.022764	n/a	D92159	-30.3670	-0.607339	0.999661	n/a	
0333	85FD	DAC64A	-29.0824	-0.581647	1.025353	n/a	D94A77	-30.2415	-0.604830	1.002170	n/a	
0334	85FD	DAEFA3	-28.9562	-0.579124	1.027876	n/a	D97408	-30.1146	-0.602293	1.004707	n/a	
0335	85FD	DB193C	-28.8292	-0.576585	1.030415	n/a	D99C2F	-29.9921	-0.599842	1.007158	n/a	
0336	85FD	DB4253	-28.7038	-0.574077	1.032923	n/a	D9C499	-29.8688	-0.597375	1.009625	n/a	
0337	85FD	DB6AF8	-28.5798	-0.571596	1.035404	n/a	D9EBF7	-29.7486	-0.594973	1.012027	n/a	
0338	85FD	DB93BE	-28.4554	-0.569107	1.037893	n/a	DA13D0	-29.6270	-0.592541	1.014459	n/a	
0339	85FD	DBBB46	-28.3347	-0.566695	1.040305	n/a	DA3ABC	-29.5082	-0.590165	1.016835	n/a	
0340	85FD	DBE235	-28.2159	-0.564318	1.042682	n/a	DA6132	-29.3909	-0.587818	1.019182	n/a	
0341	85FD	DC08D2	-28.0981	-0.561961	1.045039	n/a	DA8722	-29.2751	-0.585502	1.021498	n/a	
0342	85FD	DC2F35	-27.9809	-0.559619	1.047381	n/a	DAACE4	-29.1599	-0.583197	1.023803	n/a	
0343	85FD	DC5574	-27.8642	-0.557284	1.049716	n/a	DAD238	-29.0460	-0.580919	1.026081	n/a	
0344	85FD	DC7B65	-27.7484	-0.554968	1.052032	n/a	DAF722	-28.9333	-0.578666	1.028334	n/a	
0345	85FD	DCA07A	-27.6353	-0.552705	1.054295	n/a	DB1AFF	-28.8239	-0.576477	1.030523	n/a	
0346	85FD	DCC558	-27.5227	-0.550455	1.056545	n/a	DB3F23	-28.7136	-0.574271	1.032729	n/a	
0347	85FD	DCE981	-27.4124	-0.548248	1.058752	n/a	DB632A	-28.6036	-0.572072	1.034928	n/a	
0348	85FD	DD0D5A	-27.3030	-0.546060	1.060940	n/a	DB8607	-28.4972	-0.569944	1.037056	n/a	
0349	85FD	DD3039	-27.1966	-0.543932	1.063068	n/a	DBA90E	-28.3903	-0.567807	1.039193	n/a	
0350	85FD	DD5338	-27.0898	-0.541796	1.065204	n/a	DBCB68	-28.2855	-0.565710	1.041290	n/a	
0351	85FD	DD7602	-26.9836	-0.539672	1.067328	n/a	DBEDA0	-28.1811	-0.563621	1.043379	n/a	
0352	85FD	DD986D	-26.8786	-0.537571	1.069429	n/a	DC0ED0	-28.0798	-0.561596	1.045404	n/a	
0353	85FD	DDBA78	-26.7747	-0.535494	1.071506	n/a	DC30A8	-27.9765	-0.559530	1.047470	n/a	
0354	85FD	DDDBF5	-26.6725	-0.533450	1.073550	n/a	DC50C4	-27.8785	-0.557570	1.049430	n/a	
0355	85FD	DDFD15	-26.5714	-0.531428	1.075572	n/a	DC714D	-27.7792	-0.555584	1.051416	n/a	
0356	85FD	DE1DF6	-26.4711	-0.529421	1.077579	n/a	DC9209	-27.6793	-0.553587	1.053413	n/a	
0357	85FD	DE3E40	-26.3725	-0.527450	1.079550	n/a	DCB194	-27.5831	-0.551661	1.055339	n/a	
0358	85FD	DE5DEA	-26.2759	-0.525518	1.081482	n/a	DCD1AD	-27.4851	-0.549702	1.057298	n/a	
0359	85FD	DE7D67	-26.1798	-0.523596	1.083404	n/a	DCF0AE	-27.3905	-0.547810	1.059190	n/a	
0360	85FD	DE9D13	-26.0831	-0.521663	1.085337	n/a	DD0FE9	-27.2952	-0.545904	1.061096	n/a	
0361	85FD	DEBC10	-25.9886	-0.519771	1.087229	n/a	DD2E5D	-27.2023	-0.544045	1.062955	n/a	
0362	85FD	DEDAE2	-25.8945	-0.517890	1.089110	n/a	DD4C7A	-27.1104	-0.542207	1.064793	n/a	
0363	85FD	DEF941	-25.8018	-0.516037	1.090963	n/a	DD6AA2	-27.0183	-0.540366	1.066634	n/a	
0364	85FD	DF16E9	-25.7113	-0.514226	1.092774	n/a	DD879C	-26.9299	-0.538598	1.068402	n/a	
0365	85FD	DF34A7	-25.6206	-0.512411	1.094589	n/a	DDA54C	-26.8393	-0.536786	1.070214	n/a	
0366	85FD	DF5271	-25.5296	-0.510593	1.096407	n/a	DDC205	-26.7516	-0.535033	1.071967	n/a	
0367	85FD	DF6F49	-25.4416	-0.508833	1.098167	n/a	DDDF08	-26.6631	-0.533262	1.073738	n/a	
0368	85FD	DF8C85	-25.3524	-0.507048	1.099952	n/a	DDFB67	-26.5765	-0.531530	1.075470	n/a	
0369	85FD	DFA8E1	-25.2659	-0.505317	1.101683	n/a	DE17BF	-26.4900	-0.529800	1.077200	n/a	
0370	85FD	DFC559	-25.1790	-0.503580	1.103420	n/a	DE3316	-26.4066	-0.528132	1.078868	n/a	
0371	85FD	DFE066	-25.0964	-0.501929	1.105071	n/a	DE4F3C	-26.3207	-0.526414	1.080586	n/a	
0372	85FD	DFFC11	-25.0120	-0.500240	1.106760	n/a	DE69E7	-26.2393	-0.524786	1.082214	n/a	
0373	85FD	E017AC	-24.9278	-0.498555	1.108445	n/a	DE849E	-26.1578	-0.523156	1.083844	n/a	
0374	85FD	E03232	-24.8468	-0.496936	1.110064	n/a	DE9F98	-26.0754	-0.521509	1.085491	n/a	
0375	85FD	E04D63	-24.7638	-0.495277	1.111723	n/a	DEB9D0	-25.9954	-0.519909	1.087091	n/a	
0376	85FD	E06737	-24.6850	-0.493700	1.113300	n/a	DED48A	-25.9139	-0.518277	1.088723	n/a	
0377	85FD	E081EE	-24.6035	-0.492070	1.114930	n/a	DEEE0A	-25.8361	-0.516721	1.090279	n/a	
0378	85FD	E09C28	-24.5234	-0.490469	1.116531	n/a	DF06E4	-25.7602	-0.515204	1.091796	n/a	
0379	85FD	E0B50A	-24.4475	-0.488950	1.118050	n/a	DF206F	-25.6823	-0.513645	1.093355	n/a	
0380	85FD	E0CEE3	-24.3686	-0.487372	1.119628	n/a	DF39C3	-25.6050	-0.512099	1.094901	n/a	
0381	85FD	E0E7E3	-24.2923	-0.485847	1.121153	n/a	DF52A8	-25.5290	-0.510580	1.096420	n/a	
0382	85FD	E100D9	-24.2162	-0.484323	1.122677	n/a	DF6B06	-25.4546	-0.509093	1.097907	n/a	
0383	85FD	E1198A	-24.1408	-0.482816	1.124184	n/a	DF8325	-25.3810	-0.507620	1.099380	n/a	
0384	85FD	E131B6	-24.0670	-0.481341	1.125659	n/a	DF9C1F	-25.3048	-0.506096	1.100904	n/a	
0385	85FD	E149BB	-23.9937	-0.479875	1.127125	n/a	DFB32C	-25.2345	-0.504689	1.102311	n/a	
0386	85FD	E16174	-23.9213	-0.478427	1.128573	n/a	DFCAF6	-25.1619	-0.503237	1.103763	n/a	
0387	85FD	E1790E	-23.8493	-0.476986	1.130014	n/a	DFE255	-25.0905	-0.501811	1.105189	n/a	
0388	85FD	E19083	-23.7777	-0.475555	1.131445	n/a	DFF938	-25.0207	-0.500414	1.106586	n/a	
0389	85FD	E1A7A3	-23.7072	-0.474143	1.132857	n/a	E0105F	-24.9500	-0.499001	1.107999	n/a	
0390	85FD	E1BF20	-23.6355	-0.472709	1.134291	n/a	E02709	-24.8809	-0.497617	1.109383	n/a	
0391	85FD	E1D589	-23.5671	-0.471342	1.135658	n/a	E03D76	-24.8124	-0.496249	1.110751	n/a	
0392	85FD	E1EBCA	-23.4992	-0.469983	1.137017	n/a	E0539B	-24.7448	-0.494897	1.112103	n/a	
0393	85FD	E20281	-23.4298	-0.468597	1.138403	n/a	E069B9	-24.6774	-0.493547	1.113453	n/a	
0394	85FD	E21860	-23.3631	-0.467262	1.139738	n/a	E07F95	-24.6106	-0.492213	1.114787	n/a	
0395	85FD	E22EE0	-23.2944	-0.465889	1.141111	n/a	E095CA	-24.5429	-0.490857	1.116143	n/a	
0396	85FD	E243C4	-23.2307	-0.464614	1.142386	n/a	E0AB1D	-24.4778	-0.489556	1.117444	n/a	
0397	85FD	E2596A	-23.1646	-0.463292	1.143708	n/a	E0C012	-24.4138	-0.488277	1.118723	n/a	
0398	85ED	E26E59	-23.1007	-0.462015	1.144985	n/a	E0D4CF	-24.3506	-0.487011	1.119989	n/a	
0399	85ED	E28368	-23.0365	-0.460729	1.146271	n/a	E0E9D6	-24.2864	-0.485728	1.121272	n/a	
0400	85ED	E298AA	-22.9716	-0.459432	1.147568	n/a	E0FEAD	-24.2228	-0.484456	1.122544	n/a	
0401	85ED	E2ACF0	-22.9097	-0.458195	1.148805	n/a	E1137E	-24.1593	-0.483185	1.123815	n/a	
0402	85ED	E2C1B0	-22.8464	-0.456928	1.150072	n/a	E12754	-24.0987	-0.481974	1.125026	n/a	
0403	85ED	E2D56F	-22.7861	-0.455723	1.151277	n/a	E13BC8	-24.0363	-0.480726	1.126274	n/a	
0404	85ED	E2EA16	-22.7231	-0.454462	1.152538	n/a	E14DDE	-23.9811	-0.479622	1.127378	n/a	
0405	85ED	E2FDBB	-22.6632	-0.453263	1.153737	n/a	E161DD	-23.9201	-0.478402	1.128598	n/a	
0406	85ED	E31135	-22.6037	-0.452075	1.154925	n/a	E174DF	-23.8621	-0.477242	1.129758	n/a	
0407	85ED	E3245D	-22.5453	-0.450905	1.156095	n/a	E18930	-23.8001	-0.476002	1.130998	n/a	
0408	85ED	E33772	-22.4870	-0.449741	1.157259	n/a	E19C05	-23.7426	-0.474852	1.132148	n/a	
0409	85ED	E34B5D	-22.4263	-0.448525	1.158475	n/a	E1AED5	-23.6852	-0.473704	1.133296	n/a	
0410	85ED	E35DD1	-22.3699	-0.447399	1.159601	n/a	E1C20F	-23.6265	-0.472530	1.134470	n/a	
0411	85ED	E370B5	-22.3123	-0.446246	1.160754	n/a	E1D470	-23.5704	-0.471409	1.135591	n/a	
0412	85ED	E383DE	-22.2538	-0.445076	1.161924	n/a	E1E710	-23.5136	-0.470272	1.136728	n/a	
0413	85ED	E395A6	-22.1995	-0.443991	1.163009	n/a	E1F8F1	-23.4590	-0.469181	1.137819	n/a	
0414	85ED	E3A893	-22.1418	-0.442836	1.164164	n/a	E20BBC	-23.4017	-0.468034	1.138966	n/a	
0415	85ED	E3BA0C	-22.0885	-0.441769	1.165231	n/a	E21D6B	-23.3477	-0.466954	1.140046	n/a	
0416	85ED	E3CC6B	-22.0324	-0.440648	1.166352	n/a	E22F42	-23.2933	-0.465865	1.141135	n/a	
0417	85AD	E3DE19	-21.9785	-0.439569	1.167431	n/a	E24053	-23.2412	-0.464824	1.142176	n/a	
0418	85AD	E3F001	-21.9238	-0.438476	1.168524	n/a	E25225	-23.1868	-0.463736	1.143264	n/a	
0419	85AD	E40157	-21.8709	-0.437418	1.169582	n/a	E263C9	-23.1330	-0.462659	1.144341	n/a	
0420	85AD	E4129E	-21.8182	-0.436364	1.170636	n/a	E2745D	-23.0824	-0.461648	1.145352	n/a	
0421	85AD	E4238D	-21.7665	-0.435330	1.171670	n/a	E285A5	-23.0296	-0.460593	1.146407	n/a	
0422	85AD	E43419	-21.7160	-0.434320	1.172680	n/a	E2965B	-22.9786	-0.459573	1.147427	n/a	
0423	85AD	E445F0	-21.6616	-0.433231	1.173769	n/a	E2A74F	-22.9269	-0.458538	1.148462	n/a	
0424	85AD	E45668	-21.6113	-0.432226	1.174774	n/a	E2B729	-22.8785	-0.457571	1.149429	n/a	
0425	85AD	E466EE	-21.5609	-0.431217	1.175783	n/a	E2C76D	-22.8289	-0.456578	1.150422	n/a	
0426	85AD	E476C4	-21.5125	-0.430251	1.176749	n/a	E2D758	-22.7803	-0.455606	1.151394	n/a	
0427	85AD	E487BC	-21.4608	-0.429215	1.177785	n/a	E2E7E7	-22.7298	-0.454596	1.152404	n/a	
0428	85AD	E4984F	-21.4102	-0.428204	1.178796	n/a	E2F894	-22.6789	-0.453578	1.153422	n/a	
0429	85AD	E4A75C	-21.3643	-0.427285	1.179715	n/a	E3080A	-22.6317	-0.452634	1.154366	n/a	
0430	85AD	E4B766	-21.3153	-0.426306	1.180694	n/a	E317A7	-22.5841	-0.451681	1.155319	n/a	
0431	85AD	E4C768	-21.2665	-0.425329	1.181671	n/a	E327D8	-22.5346	-0.450693	1.156307	n/a	
0432	85AD	E4D6F8	-21.2190	-0.424379	1.182621	n/a	E33724	-22.4880	-0.449759	1.157241	n/a	
0433	85AD	E4E65D	-21.1720	-0.423440	1.183560	n/a	E34634	-22.4420	-0.448840	1.158160	n/a	
0434	85AD	E4F52A	-21.1268	-0.422536	1.184464	n/a	E355BB	-22.3946	-0.447892	1.159108	n/a	
0435	85AD	E504CE	-21.0791	-0.421582	1.185418	n/a	E364A6	-22.3491	-0.446982	1.160018	n/a	
0436	85AD	E5141B	-21.0324	-0.420648	1.186352	n/a	E374B5	-22.3001	-0.446002	1.160998	n/a	
0437	85AD	E522F7	-20.9870	-0.419741	1.187259	n/a	E382DE	-22.2569	-0.445137	1.161863	n/a	
0438	85AD	E53151	-20.9432	-0.418865	1.188135	n/a	E3915F	-22.2126	-0.444252	1.162748	n/a	
0439	85AD	E5407A	-20.8970	-0.417939	1.189061	n/a	E3A071	-22.1666	-0.443332	1.163668	n/a	
0440	85AD	E54F43	-20.8519	-0.417037	1.189963	n/a	E3AEB7	-22.1231	-0.442461	1.164539	n/a	
0441	85AD	E55D61	-20.8088	-0.416175	1.190825	n/a	E3BD19	-22.0792	-0.441583	1.165417	n/a	
0442	85AD	E56B1C	-20.7669	-0.415337	1.191663	n/a	E3CAF3	-22.0369	-0.440738	1.166262	n/a	
0443	85AD	E57994	-20.7227	-0.414454	1.192546	n/a	E3D97C	-21.9925	-0.439851	1.167149	n/a	
0444	85AD	E5880D	-20.6785	-0.413571	1.193429	n/a	E3E71A	-21.9510	-0.439019	1.167981	n/a	
0445	85AD	E595F5	-20.6361	-0.412722	1.194278	n/a	E3F55F	-21.9074	-0.438149	1.168851	n/a	
0446	85AD	E5A3EF	-20.5935	-0.411869	1.195131	n/a	E4038A	-21.8642	-0.437284	1.169716	n/a	
0447	85AD	E5B195	-20.5518	-0.411036	1.195964	n/a	E41054	-21.8252	-0.436503	1.170497	n/a	
0448	85AD	E5BFB6	-20.5087	-0.410174	1.196826	n/a	E41E8F	-21.7817	-0.435635	1.171365	n/a	
0449	85AD	E5CCE4	-20.4685	-0.409369	1.197631	n/a	E42B7C	-21.7423	-0.434846	1.172154	n/a	
0450	85AD	E5DAC2	-20.4261	-0.408523	1.198477	n/a	E43940	-21.7003	-0.434006	1.172994	n/a	
0451	85AD	E5E813	-20.3855	-0.407710	1.199290	n/a	E446D2	-21.6589	-0.433177	1.173823	n/a	
0452	85AD	E5F530	-20.3455	-0.406910	1.200090	n/a	E453CD	-21.6193	-0.432385	1.174615	n/a	
0453	85AD	E60211	-20.3062	-0.406124	1.200876	n/a	E460C0	-21.5797	-0.431595	1.175405	n/a	
0454	85AD	E60EFF	-20.2667	-0.405335	1.201665	n/a	E46DF3	-21.5395	-0.430789	1.176211	n/a	
