	Guage compr	TC Amp 2					TC Amp 3					
6105	85BD	C92C95	-42.8327	-0.856654	0.750346	n/a	E7CEF5	-18.8997	-0.377993	1.229007	n/a	
6106	85BD	C926C2	-42.8505	-0.857009	0.749991	n/a	E7CD60	-18.9045	-0.378090	1.228910	n/a	
6107	85BD	C92250	-42.8640	-0.857281	0.749719	n/a	E7CBC0	-18.9094	-0.378189	1.228811	n/a	
6108	85BD	C91CBB	-42.8811	-0.857621	0.749379	n/a	E7CA07	-18.9147	-0.378294	1.228706	n/a	
6109	85BD	C9172B	-42.8980	-0.857961	0.749039	n/a	E7C7D4	-18.9214	-0.378428	1.228572	n/a	
6110	85BD	C91223	-42.9134	-0.858268	0.748732	n/a	E7C602	-18.9270	-0.378539	1.228461	n/a	
6111	85BD	C90D95	-42.9273	-0.858546	0.748454	n/a	E7C4A9	-18.9311	-0.378622	1.228378	n/a	
6112	85BD	C90811	-42.9441	-0.858883	0.748117	n/a	E7C266	-18.9380	-0.378760	1.228240	n/a	
6113	85BD	C90306	-42.9595	-0.859190	0.747810	n/a	E7C08B	-18.9436	-0.378873	1.228127	n/a	
6114	85BD	C8FD5B	-42.9768	-0.859536	0.747464	n/a	E7BF53	-18.9474	-0.378947	1.228053	n/a	
6115	85BD	C8F7CE	-42.9938	-0.859875	0.747125	n/a	E7BC95	-18.9557	-0.379115	1.227885	n/a	
6116	85BD	C8F293	-43.0097	-0.860194	0.746806	n/a	E7BBDF	-18.9579	-0.379158	1.227842	n/a	
6117	85BD	C8ECC2	-43.0275	-0.860549	0.746451	n/a	E7B9E6	-18.9639	-0.379278	1.227722	n/a	
6118	85BD	C8E7B3	-43.0429	-0.860858	0.746142	n/a	E7B812	-18.9695	-0.379390	1.227610	n/a	
6119	85BD	C8E305	-43.0572	-0.861144	0.745856	n/a	E7B66E	-18.9745	-0.379490	1.227510	n/a	
6120	85BD	C8DDDA	-43.0730	-0.861459	0.745541	n/a	E7B4F8	-18.9790	-0.379579	1.227421	n/a	
6121	85BD	C8D846	-43.0900	-0.861800	0.745200	n/a	E7B2C1	-18.9857	-0.379715	1.227285	n/a	
6122	85BD	C8D298	-43.1073	-0.862146	0.744854	n/a	E7B063	-18.9930	-0.379859	1.227141	n/a	
6123	85BD	C8CDDC	-43.1218	-0.862435	0.744565	n/a	E7AEDF	-18.9976	-0.379952	1.227048	n/a	
6124	85BD	C8C819	-43.1393	-0.862787	0.744213	n/a	E7AD7E	-19.0018	-0.380036	1.226964	n/a	
6125	85BD	C8C2EB	-43.1552	-0.863103	0.743897	n/a	E7ABD2	-19.0069	-0.380138	1.226862	n/a	
6126	85BD	C8BE0E	-43.1700	-0.863400	0.743600	n/a	E7A9E4	-19.0128	-0.380256	1.226744	n/a	
6127	85BD	C8B881	-43.1869	-0.863739	0.743261	n/a	E7A7FB	-19.0186	-0.380372	1.226628	n/a	
6128	85BD	C8B3D3	-43.2012	-0.864024	0.742976	n/a	E7A66D	-19.0233	-0.380467	1.226533	n/a	
6129	85BD	C8AE70	-43.2177	-0.864353	0.742647	n/a	E7A3D9	-19.0312	-0.380624	1.226376	n/a	
6130	85BD	C8A94E	-43.2333	-0.864666	0.742334	n/a	E7A309	-19.0337	-0.380674	1.226326	n/a	
6131	85BD	C8A419	-43.2492	-0.864984	0.742016	n/a	E7A0E9	-19.0402	-0.380804	1.226196	n/a	
6132	85BD	C89F2B	-43.2643	-0.865285	0.741715	n/a	E79EB6	-19.0469	-0.380938	1.226062	n/a	
6133	85BD	C899AE	-43.2810	-0.865620	0.741380	n/a	E79D62	-19.0509	-0.381019	1.225981	n/a	
6134	85BD	C8950A	-43.2952	-0.865903	0.741097	n/a	E79BDD	-19.0556	-0.381112	1.225888	n/a	
6135	85BD	C88FAC	-43.3115	-0.866231	0.740769	n/a	E79989	-19.0627	-0.381254	1.225746	n/a	
6136	85BD	C88B0E	-43.3256	-0.866513	0.740487	n/a	E797FE	-19.0674	-0.381348	1.225652	n/a	
6137	85BD	C885D5	-43.3416	-0.866831	0.740169	n/a	E795F4	-19.0736	-0.381472	1.225528	n/a	
6138	85BD	C880BE	-43.3571	-0.867142	0.739858	n/a	E79439	-19.0789	-0.381578	1.225422	n/a	
6139	85BD	C87BBC	-43.3724	-0.867448	0.739552	n/a	E79262	-19.0845	-0.381690	1.225310	n/a	
6140	85BD	C87705	-43.3868	-0.867735	0.739265	n/a	E79102	-19.0887	-0.381774	1.225226	n/a	
6141	85BD	C87195	-43.4034	-0.868067	0.738933	n/a	E78F46	-19.0940	-0.381880	1.225120	n/a	
6142	85BD	C86C7F	-43.4189	-0.868378	0.738622	n/a	E78D84	-19.0994	-0.381987	1.225013	n/a	
6143	85BD	C86771	-43.4343	-0.868686	0.738314	n/a	E78BB0	-19.1049	-0.382099	1.224901	n/a	
6144	85BD	C86213	-43.4507	-0.869014	0.737986	n/a	E789FC	-19.1101	-0.382203	1.224797	n/a	
6145	85BD	C85D37	-43.4655	-0.869310	0.737690	n/a	E7884A	-19.1153	-0.382306	1.224694	n/a	
6146	85BD	C85828	-43.4810	-0.869619	0.737381	n/a	E78634	-19.1217	-0.382434	1.224566	n/a	
6147	85BD	C852AB	-43.4977	-0.869954	0.737046	n/a	E78465	-19.1272	-0.382544	1.224456	n/a	
6148	85BD	C84D62	-43.5138	-0.870277	0.736723	n/a	E782D1	-19.1320	-0.382640	1.224360	n/a	
6149	85BD	C8487A	-43.5288	-0.870576	0.736424	n/a	E780FB	-19.1376	-0.382752	1.224248	n/a	
6150	85BD	C843E3	-43.5428	-0.870856	0.736144	n/a	E77F3D	-19.1429	-0.382859	1.224141	n/a	
6151	85BD	C83EC9	-43.5584	-0.871168	0.735832	n/a	E77D0D	-19.1496	-0.382992	1.224008	n/a	
6152	85BD	C839E3	-43.5733	-0.871467	0.735533	n/a	E77C18	-19.1525	-0.383051	1.223949	n/a	
6153	85BD	C834BE	-43.5890	-0.871781	0.735219	n/a	E77A94	-19.1572	-0.383143	1.223857	n/a	
6154	85BD	C8301B	-43.6032	-0.872064	0.734936	n/a	E77858	-19.1640	-0.383280	1.223720	n/a	
6155	85BD	C82B14	-43.6185	-0.872371	0.734629	n/a	E77631	-19.1705	-0.383411	1.223589	n/a	
6156	85BD	C82561	-43.6359	-0.872718	0.734282	n/a	E77488	-19.1756	-0.383512	1.223488	n/a	
6157	85BD	C8204D	-43.6514	-0.873028	0.733972	n/a	E772C2	-19.1810	-0.383621	1.223379	n/a	
6158	85BD	C81B26	-43.6671	-0.873343	0.733657	n/a	E77146	-19.1856	-0.383711	1.223289	n/a	
6159	85BD	C8168C	-43.6812	-0.873624	0.733376	n/a	E76FB8	-19.1903	-0.383806	1.223194	n/a	
6160	85BD	C81182	-43.6966	-0.873931	0.733069	n/a	E76D7F	-19.1971	-0.383942	1.223058	n/a	
6161	85BD	C80BEA	-43.7136	-0.874273	0.732727	n/a	E76C04	-19.2016	-0.384032	1.222968	n/a	
6162	85BD	C807B3	-43.7265	-0.874530	0.732470	n/a	E769D5	-19.2083	-0.384165	1.222835	n/a	
6163	85BD	C802E9	-43.7411	-0.874822	0.732178	n/a	E7681F	-19.2135	-0.384270	1.222730	n/a	
6164	85BD	C7FD42	-43.7584	-0.875167	0.731833	n/a	E766B7	-19.2178	-0.384356	1.222644	n/a	
6165	85BD	C7F86D	-43.7731	-0.875462	0.731538	n/a	E76583	-19.2215	-0.384429	1.222571	n/a	
6166	85BD	C7F35F	-43.7885	-0.875771	0.731229	n/a	E762DB	-19.2296	-0.384591	1.222409	n/a	
6167	85BD	C7EEDA	-43.8023	-0.876047	0.730953	n/a	E7619D	-19.2333	-0.384667	1.222333	n/a	
6168	85BD	C7E8CB	-43.8208	-0.876416	0.730584	n/a	E75F70	-19.2400	-0.384800	1.222200	n/a	
6169	85BD	C7E48B	-43.8338	-0.876676	0.730324	n/a	E75E36	-19.2437	-0.384875	1.222125	n/a	
6170	85BD	C7DF99	-43.8489	-0.876978	0.730022	n/a	E75C4C	-19.2496	-0.384991	1.222009	n/a	
6171	85BD	C7DAF9	-43.8630	-0.877260	0.729740	n/a	E75A8F	-19.2549	-0.385098	1.221902	n/a	
6172	85BD	C7D5A6	-43.8792	-0.877585	0.729415	n/a	E75909	-19.2595	-0.385191	1.221809	n/a	
6173	85BD	C7D056	-43.8955	-0.877909	0.729091	n/a	E757C5	-19.2634	-0.385268	1.221732	n/a	
6174	85BD	C7CC14	-43.9084	-0.878169	0.728831	n/a	E75605	-19.2687	-0.385375	1.221625	n/a	
6175	85BD	C7C727	-43.9235	-0.878470	0.728530	n/a	E75399	-19.2761	-0.385522	1.221478	n/a	
6176	85BD	C7C22C	-43.9387	-0.878774	0.728226	n/a	E7520F	-19.2808	-0.385616	1.221384	n/a	
6177	85BD	C7BD83	-43.9529	-0.879058	0.727942	n/a	E75088	-19.2855	-0.385710	1.221290	n/a	
6178	85BD	C7B807	-43.9696	-0.879393	0.727607	n/a	E74EA7	-19.2912	-0.385824	1.221176	n/a	
6179	85BD	C7B374	-43.9836	-0.879672	0.727328	n/a	E74CE7	-19.2966	-0.385931	1.221069	n/a	
6180	85BD	C7AE4F	-43.9993	-0.879986	0.727014	n/a	E74B90	-19.3006	-0.386013	1.220987	n/a	
6181	85BD	C7A913	-44.0153	-0.880305	0.726695	n/a	E74925	-19.3080	-0.386160	1.220840	n/a	
6182	85BD	C7A443	-44.0300	-0.880599	0.726401	n/a	E7481A	-19.3112	-0.386224	1.220776	n/a	
6183	85BD	C79EF2	-44.0462	-0.880924	0.726076	n/a	E74633	-19.3170	-0.386340	1.220660	n/a	
6184	85BD	C799FB	-44.0613	-0.881227	0.725773	n/a	E74475	-19.3223	-0.386447	1.220553	n/a	
6185	85BD	C79535	-44.0759	-0.881518	0.725482	n/a	E742E6	-19.3271	-0.386542	1.220458	n/a	
6186	85BD	C7909D	-44.0899	-0.881798	0.725202	n/a	E74106	-19.3328	-0.386656	1.220344	n/a	
6187	85BD	C78BB4	-44.1049	-0.882098	0.724902	n/a	E73F7C	-19.3375	-0.386750	1.220250	n/a	
6188	85BD	C7869F	-44.1204	-0.882408	0.724592	n/a	E73DD5	-19.3425	-0.386851	1.220149	n/a	
6189	85BD	C781D0	-44.1351	-0.882702	0.724298	n/a	E73BA2	-19.3493	-0.386985	1.220015	n/a	
6190	85BD	C77D3F	-44.1490	-0.882980	0.724020	n/a	E73AAE	-19.3522	-0.387043	1.219957	n/a	
6191	85BD	C77832	-44.1644	-0.883289	0.723711	n/a	E7385E	-19.3592	-0.387184	1.219816	n/a	
6192	85BD	C7731F	-44.1799	-0.883598	0.723402	n/a	E736A2	-19.3645	-0.387290	1.219710	n/a	
6193	85BD	C76E67	-44.1943	-0.883886	0.723114	n/a	E7353B	-19.3688	-0.387376	1.219624	n/a	
6194	85BD	C769A8	-44.2088	-0.884176	0.722824	n/a	E7333A	-19.3749	-0.387498	1.219502	n/a	
6195	85BD	C76468	-44.2248	-0.884497	0.722503	n/a	E731D6	-19.3792	-0.387583	1.219417	n/a	
6196	85BD	C75FBB	-44.2391	-0.884782	0.722218	n/a	E72FCF	-19.3853	-0.387707	1.219293	n/a	
6197	85BD	C75AA9	-44.2546	-0.885091	0.721909	n/a	E72E63	-19.3897	-0.387794	1.219206	n/a	
6198	85BD	C75577	-44.2704	-0.885409	0.721591	n/a	E72CAC	-19.3949	-0.387898	1.219102	n/a	
6199	85BD	C750EB	-44.2843	-0.885686	0.721314	n/a	E72A96	-19.4013	-0.388026	1.218974	n/a	
6200	85BD	C74BF1	-44.2995	-0.885990	0.721010	n/a	E72953	-19.4051	-0.388103	1.218897	n/a	
6201	85BD	C7471F	-44.3142	-0.886284	0.720716	n/a	E727AE	-19.4101	-0.388203	1.218797	n/a	
6202	85BD	C742C3	-44.3275	-0.886550	0.720450	n/a	E72629	-19.4148	-0.388296	1.218704	n/a	
6203	85BD	C73E31	-44.3415	-0.886829	0.720171	n/a	E72426	-19.4209	-0.388418	1.218582	n/a	
6204	85BD	C7396C	-44.3560	-0.887120	0.719880	n/a	E72280	-19.4260	-0.388519	1.218481	n/a	
6205	85BD	C73443	-44.3718	-0.887435	0.719565	n/a	E720E1	-19.4309	-0.388618	1.218382	n/a	
6206	85BD	C72F56	-44.3868	-0.887736	0.719264	n/a	E71F86	-19.4350	-0.388701	1.218299	n/a	
6207	85BD	C72AB7	-44.4009	-0.888018	0.718982	n/a	E71D77	-19.4413	-0.388826	1.218174	n/a	
6208	85BD	C725CD	-44.4159	-0.888318	0.718682	n/a	E71C6B	-19.4445	-0.388890	1.218110	n/a	
6209	85BD	C72197	-44.4287	-0.888575	0.718425	n/a	E71A11	-19.4517	-0.389034	1.217966	n/a	
6210	85BD	C71C39	-44.4451	-0.888902	0.718098	n/a	E71854	-19.4570	-0.389140	1.217860	n/a	
6211	85BD	C71763	-44.4599	-0.889197	0.717803	n/a	E71700	-19.4610	-0.389221	1.217779	n/a	
6212	85BD	C712AD	-44.4742	-0.889485	0.717515	n/a	E71511	-19.4670	-0.389339	1.217661	n/a	
6213	85BD	C70DD7	-44.4890	-0.889780	0.717220	n/a	E71390	-19.4715	-0.389431	1.217569	n/a	
6214	85BD	C7089C	-44.5050	-0.890099	0.716901	n/a	E71232	-19.4757	-0.389514	1.217486	n/a	
6215	85BD	C7042B	-44.5185	-0.890370	0.716630	n/a	E71030	-19.4818	-0.389637	1.217363	n/a	
6216	85BD	C6FF92	-44.5326	-0.890651	0.716349	n/a	E70EA0	-19.4866	-0.389732	1.217268	n/a	
6217	85BD	C6FB37	-44.5458	-0.890917	0.716083	n/a	E70C8E	-19.4929	-0.389859	1.217141	n/a	
6218	85BD	C6F628	-44.5613	-0.891226	0.715774	n/a	E70B6D	-19.4964	-0.389927	1.217073	n/a	
6219	85BD	C6F143	-44.5762	-0.891524	0.715476	n/a	E70967	-19.5025	-0.390051	1.216949	n/a	
6220	85BD	C6EC77	-44.5909	-0.891817	0.715183	n/a	E707F1	-19.5070	-0.390140	1.216860	n/a	
6221	85BD	C6E7A1	-44.6056	-0.892112	0.714888	n/a	E7062D	-19.5124	-0.390248	1.216752	n/a	
6222	85BD	C6E2F3	-44.6199	-0.892398	0.714602	n/a	E704EC	-19.5162	-0.390324	1.216676	n/a	
6223	85BD	C6DE58	-44.6340	-0.892679	0.714321	n/a	E702D5	-19.5226	-0.390452	1.216548	n/a	
6224	85BD	C6D90A	-44.6501	-0.893003	0.713997	n/a	E700D9	-19.5287	-0.390573	1.216427	n/a	
6225	85BD	C6D48A	-44.6639	-0.893278	0.713722	n/a	E6FFAF	-19.5322	-0.390644	1.216356	n/a	
6226	85BD	C6D072	-44.6764	-0.893527	0.713473	n/a	E6FD95	-19.5386	-0.390772	1.216228	n/a	
6227	85BD	C6CB6B	-44.6917	-0.893834	0.713166	n/a	E6FC20	-19.5431	-0.390861	1.216139	n/a	
6228	85BD	C6C672	-44.7069	-0.894138	0.712862	n/a	E6FB03	-19.5465	-0.390929	1.216071	n/a	
6229	85BD	C6C1F5	-44.7206	-0.894412	0.712588	n/a	E6F956	-19.5516	-0.391032	1.215968	n/a	
6230	85BD	C6BD58	-44.7347	-0.894693	0.712307	n/a	E6F783	-19.5571	-0.391143	1.215857	n/a	
6231	85BD	C6B945	-44.7471	-0.894942	0.712058	n/a	E6F5FA	-19.5618	-0.391237	1.215763	n/a	
6232	85BD	C6B448	-44.7623	-0.895246	0.711754	n/a	E6F33B	-19.5702	-0.391404	1.215596	n/a	
6233	85BD	C6AF9E	-44.7766	-0.895531	0.711469	n/a	E6F265	-19.5728	-0.391455	1.215545	n/a	
6234	85BD	C6AADC	-44.7911	-0.895821	0.711179	n/a	E6F0A2	-19.5781	-0.391563	1.215437	n/a	
6235	85BD	C6A5CA	-44.8065	-0.896131	0.710869	n/a	E6EED8	-19.5836	-0.391672	1.215328	n/a	
6236	85BD	C6A115	-44.8209	-0.896418	0.710582	n/a	E6ED9A	-19.5874	-0.391748	1.215252	n/a	
6237	85BD	C69C53	-44.8354	-0.896709	0.710291	n/a	E6EC96	-19.5905	-0.391810	1.215190	n/a	
6238	85BD	C6981C	-44.8483	-0.896966	0.710034	n/a	E6EA25	-19.5979	-0.391959	1.215041	n/a	
6239	85BD	C69323	-44.8635	-0.897269	0.709731	n/a	E6E883	-19.6029	-0.392058	1.214942	n/a	
6240	85BD	C68EBD	-44.8769	-0.897538	0.709462	n/a	E6E6D1	-19.6081	-0.392162	1.214838	n/a	
6241	85BD	C689AB	-44.8924	-0.897847	0.709153	n/a	E6E580	-19.6121	-0.392242	1.214758	n/a	
6242	85BD	C6855C	-44.9055	-0.898110	0.708890	n/a	E6E3D4	-19.6172	-0.392344	1.214656	n/a	
6243	85BD	C680B3	-44.9197	-0.898395	0.708605	n/a	E6E1E4	-19.6231	-0.392463	1.214537	n/a	
6244	85BD	C67BFF	-44.9341	-0.898682	0.708318	n/a	E6DFDA	-19.6293	-0.392587	1.214413	n/a	
6245	85BD	C67836	-44.9456	-0.898913	0.708087	n/a	E6DF24	-19.6315	-0.392630	1.214370	n/a	
6246	85BD	C672A6	-44.9626	-0.899252	0.707748	n/a	E6DCE1	-19.6384	-0.392768	1.214232	n/a	
6247	85BD	C66E2F	-44.9762	-0.899525	0.707475	n/a	E6DB15	-19.6439	-0.392878	1.214122	n/a	
6248	85BD	C669EB	-44.9893	-0.899785	0.707215	n/a	E6D9A5	-19.6483	-0.392966	1.214034	n/a	
6249	85BD	C6653A	-45.0036	-0.900071	0.706929	n/a	E6D750	-19.6554	-0.393108	1.213892	n/a	
6250	85BD	C660A5	-45.0176	-0.900351	0.706649	n/a	E6D61E	-19.6591	-0.393181	1.213819	n/a	
6251	85BD	C65BFF	-45.0317	-0.900635	0.706365	n/a	E6D4C8	-19.6631	-0.393263	1.213737	n/a	
6252	85BD	C657BF	-45.0447	-0.900894	0.706106	n/a	E6D342	-19.6678	-0.393356	1.213644	n/a	
6253	85BD	C65311	-45.0590	-0.901180	0.705820	n/a	E6D135	-19.6740	-0.393481	1.213519	n/a	
6254	85BD	C64E14	-45.0742	-0.901484	0.705516	n/a	E6CF58	-19.6797	-0.393595	1.213405	n/a	
6255	85BD	C649D4	-45.0872	-0.901744	0.705256	n/a	E6CE08	-19.6837	-0.393675	1.213325	n/a	
6256	85BD	C6456E	-45.1006	-0.902012	0.704988	n/a	E6CC6F	-19.6886	-0.393772	1.213228	n/a	
6257	85BD	C64102	-45.1141	-0.902282	0.704718	n/a	E6CB02	-19.6930	-0.393859	1.213141	n/a	
6258	85BD	C63C14	-45.1291	-0.902583	0.704417	n/a	E6C9A1	-19.6972	-0.393943	1.213057	n/a	
6259	85BD	C637DB	-45.1420	-0.902841	0.704159	n/a	E6C77A	-19.7037	-0.394075	1.212925	n/a	
6260	85BD	C632CE	-45.1574	-0.903149	0.703851	n/a	E6C5A2	-19.7094	-0.394187	1.212813	n/a	
6261	85BD	C62E5B	-45.1710	-0.903421	0.703579	n/a	E6C4C2	-19.7120	-0.394241	1.212759	n/a	
6262	85BD	C629F9	-45.1844	-0.903688	0.703312	n/a	E6C2A5	-19.7185	-0.394370	1.212630	n/a	
6263	85BD	C6251E	-45.1992	-0.903984	0.703016	n/a	E6C147	-19.7227	-0.394453	1.212547	n/a	
6264	85BD	C620A7	-45.2128	-0.904257	0.702743	n/a	E6BFF7	-19.7267	-0.394533	1.212467	n/a	
6265	85BD	C61C27	-45.2266	-0.904532	0.702468	n/a	E6BE5C	-19.7316	-0.394631	1.212369	n/a	
6266	85BD	C617C9	-45.2399	-0.904798	0.702202	n/a	E6BC67	-19.7375	-0.394751	1.212249	n/a	
6267	85BD	C612FB	-45.2546	-0.905091	0.701909	n/a	E6BAD7	-19.7423	-0.394846	1.212154	n/a	
6268	85BD	C60E6C	-45.2685	-0.905370	0.701630	n/a	E6B8C6	-19.7486	-0.394972	1.212028	n/a	
6269	85BD	C609E0	-45.2824	-0.905647	0.701353	n/a	E6B776	-19.7526	-0.395052	1.211948	n/a	
6270	85BD	C6057B	-45.2958	-0.905915	0.701085	n/a	E6B5C7	-19.7578	-0.395155	1.211845	n/a	
6271	85BD	C600D9	-45.3099	-0.906198	0.700802	n/a	E6B4D0	-19.7607	-0.395214	1.211786	n/a	
6272	85BD	C5FC3A	-45.3240	-0.906480	0.700520	n/a	E6B369	-19.7650	-0.395299	1.211701	n/a	
6273	85BD	C5F830	-45.3363	-0.906727	0.700273	n/a	E6B151	-19.7714	-0.395427	1.211573	n/a	
6274	85BD	C5F336	-45.3515	-0.907030	0.699970	n/a	E6AF93	-19.7767	-0.395534	1.211466	n/a	
6275	85BD	C5EF5B	-45.3633	-0.907266	0.699734	n/a	E6AE5F	-19.7804	-0.395607	1.211393	n/a	
6276	85BD	C5EAA7	-45.3776	-0.907553	0.699447	n/a	E6ACC4	-19.7853	-0.395705	1.211295	n/a	
6277	85BD	C5E620	-45.3915	-0.907829	0.699171	n/a	E6AAFB	-19.7907	-0.395814	1.211186	n/a	
6278	85BD	C5E133	-45.4065	-0.908130	0.698870	n/a	E6A92A	-19.7962	-0.395925	1.211075	n/a	
6279	85BD	C5DCA8	-45.4204	-0.908407	0.698593	n/a	E6A778	-19.8014	-0.396028	1.210972	n/a	
6280	85BD	C5D826	-45.4341	-0.908682	0.698318	n/a	E6A581	-19.8074	-0.396148	1.210852	n/a	
6281	85BD	C5D41F	-45.4464	-0.908928	0.698072	n/a	E6A457	-19.8110	-0.396219	1.210781	n/a	
6282	85BD	C5CF93	-45.4603	-0.909206	0.697794	n/a	E6A229	-19.8176	-0.396352	1.210648	n/a	
6283	85BD	C5CB68	-45.4730	-0.909460	0.697540	n/a	E6A107	-19.8211	-0.396421	1.210579	n/a	
6284	85BD	C5C6E0	-45.4868	-0.909737	0.697263	n/a	E69F8B	-19.8256	-0.396512	1.210488	n/a	
6285	85BD	C5C262	-45.5005	-0.910011	0.696989	n/a	E69DD3	-19.8308	-0.396617	1.210383	n/a	
6286	85BD	C5BDB4	-45.5148	-0.910296	0.696704	n/a	E69C06	-19.8363	-0.396727	1.210273	n/a	
6287	85BD	C5B9A7	-45.5272	-0.910544	0.696456	n/a	E69A32	-19.8419	-0.396838	1.210162	n/a	
6288	85BD	C5B4C4	-45.5421	-0.910842	0.696158	n/a	E69851	-19.8477	-0.396953	1.210047	n/a	
6289	85BD	C5B0A1	-45.5547	-0.911094	0.695906	n/a	E6971F	-19.8513	-0.397026	1.209974	n/a	
6290	85BD	C5AC40	-45.5681	-0.911362	0.695638	n/a	E695E7	-19.8550	-0.397100	1.209900	n/a	
6291	85BD	C5A890	-45.5793	-0.911587	0.695413	n/a	E693C8	-19.8615	-0.397230	1.209770	n/a	
6292	85BD	C5A3DE	-45.5937	-0.911873	0.695127	n/a	E691F2	-19.8671	-0.397342	1.209658	n/a	
6293	85BD	C59E9F	-45.6097	-0.912193	0.694807	n/a	E690CE	-19.8706	-0.397412	1.209588	n/a	
6294	85BD	C59A43	-45.6230	-0.912459	0.694541	n/a	E68E7E	-19.8776	-0.397553	1.209447	n/a	
6295	85BD	C59596	-45.6372	-0.912745	0.694255	n/a	E68D53	-19.8812	-0.397624	1.209376	n/a	
6296	85BD	C591DA	-45.6486	-0.912973	0.694027	n/a	E68BDE	-19.8856	-0.397713	1.209287	n/a	
6297	85BD	C58CE6	-45.6638	-0.913275	0.693725	n/a	E689A4	-19.8924	-0.397849	1.209151	n/a	
6298	85BD	C58845	-45.6779	-0.913558	0.693442	n/a	E688BE	-19.8952	-0.397904	1.209096	n/a	
6299	85BD	C58413	-45.6907	-0.913814	0.693186	n/a	E686DE	-19.9009	-0.398018	1.208982	n/a	
6300	85BD	C58031	-45.7025	-0.914051	0.692949	n/a	E68588	-19.9050	-0.398100	1.208900	n/a	
6301	85BD	C57B7F	-45.7169	-0.914337	0.692663	n/a	E68356	-19.9117	-0.398234	1.208766	n/a	
6302	85BD	C57769	-45.7293	-0.914587	0.692413	n/a	E68219	-19.9155	-0.398309	1.208691	n/a	
6303	85BD	C5728C	-45.7442	-0.914883	0.692117	n/a	E67FCD	-19.9225	-0.398449	1.208551	n/a	
6304	85BD	C56E51	-45.7571	-0.915142	0.691858	n/a	E67EA8	-19.9260	-0.398519	1.208481	n/a	
6305	85BD	C569FB	-45.7703	-0.915406	0.691594	n/a	E67CEB	-19.9313	-0.398625	1.208375	n/a	
6306	85BD	C56562	-45.7843	-0.915687	0.691313	n/a	E67B66	-19.9359	-0.398718	1.208282	n/a	
6307	85BD	C56158	-45.7967	-0.915933	0.691067	n/a	E679E4	-19.9405	-0.398810	1.208190	n/a	
6308	85BD	C55C40	-45.8122	-0.916244	0.690756	n/a	E67779	-19.9479	-0.398958	1.208042	n/a	
6309	85BD	C5585A	-45.8241	-0.916482	0.690518	n/a	E675B7	-19.9533	-0.399065	1.207935	n/a	
6310	85BD	C55403	-45.8374	-0.916747	0.690253	n/a	E67479	-19.9570	-0.399141	1.207859	n/a	
6311	85BD	C54FB3	-45.8505	-0.917010	0.689990	n/a	E672B2	-19.9625	-0.399249	1.207751	n/a	
6312	85BD	C54B5D	-45.8638	-0.917275	0.689725	n/a	E6710F	-19.9675	-0.399349	1.207651	n/a	
6313	85BD	C5471A	-45.8768	-0.917535	0.689465	n/a	E66EC6	-19.9744	-0.399489	1.207511	n/a	
6314	85BD	C5432B	-45.8888	-0.917775	0.689225	n/a	E66DA5	-19.9779	-0.399558	1.207442	n/a	
6315	85BD	C53EFA	-45.9016	-0.918031	0.688969	n/a	E66B85	-19.9844	-0.399687	1.207313	n/a	
6316	85BD	C53A9C	-45.9149	-0.918298	0.688702	n/a	E66A54	-19.9880	-0.399760	1.207240	n/a	
6317	85BD	C53624	-45.9285	-0.918570	0.688430	n/a	E667BA	-19.9959	-0.399919	1.207081	n/a	
6318	85BD	C531B4	-45.9421	-0.918841	0.688159	n/a	E66687	-19.9996	-0.399992	1.207008	n/a	
6319	85BD	C52D68	-45.9552	-0.919103	0.687897	n/a	E664CB	-20.0049	-0.400098	1.206902	n/a	
6320	85BD	C52966	-45.9674	-0.919348	0.687652	n/a	E663AE	-20.0083	-0.400166	1.206834	n/a	
6321	85BD	C524CF	-45.9814	-0.919628	0.687372	n/a	E661C4	-20.0141	-0.400283	1.206717	n/a	
6322	85BD	C52085	-45.9945	-0.919890	0.687110	n/a	E6602E	-20.0190	-0.400379	1.206621	n/a	
6323	85BD	C51C74	-46.0069	-0.920138	0.686862	n/a	E65ECC	-20.0232	-0.400464	1.206536	n/a	
6324	85BD	C51843	-46.0197	-0.920394	0.686606	n/a	E65CE0	-20.0291	-0.400581	1.206419	n/a	
6325	85BD	C5140C	-46.0326	-0.920651	0.686349	n/a	E65B3E	-20.0340	-0.400681	1.206319	n/a	
6326	85BD	C50F21	-46.0476	-0.920951	0.686049	n/a	E65969	-20.0396	-0.400793	1.206207	n/a	
6327	85BD	C50B6F	-46.0589	-0.921177	0.685823	n/a	E65839	-20.0433	-0.400865	1.206135	n/a	
6328	85BD	C50732	-46.0718	-0.921436	0.685564	n/a	E65698	-20.0482	-0.400965	1.206035	n/a	
6329	85BD	C502DE	-46.0850	-0.921700	0.685300	n/a	E65473	-20.0548	-0.401095	1.205905	n/a	
6330	85BD	C4FE5B	-46.0988	-0.921975	0.685025	n/a	E6532C	-20.0587	-0.401173	1.205827	n/a	
6331	85BD	C4FA05	-46.1120	-0.922240	0.684760	n/a	E65196	-20.0635	-0.401270	1.205730	n/a	
6332	85BD	C4F54C	-46.1264	-0.922528	0.684472	n/a	E64F7F	-20.0699	-0.401398	1.205602	n/a	
6333	85BD	C4F17E	-46.1380	-0.922760	0.684240	n/a	E64D72	-20.0761	-0.401523	1.205477	n/a	
